ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry
ACEEU,Ace Ethanol LLC,4005.0,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting,
ACPIF,Acen Corporation,0.02,799028672.0,,,,otc,unknown,8,12,20,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
ANIOY,"Acerinox, S.A.",10.28,5122703872.0,,Basic Materials,,otc,materials,10,20,30,commodity,,,Steel
ACHV,Achieve Life Sciences Inc. Common Shares,8.17,840713343.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,exchange,health,26,18,44,,,,
ACIW,ACI Worldwide Inc. Common Stock,52.4,5290054656.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software:health,20,20,40,desc,,,Software - Infrastructure
AVHNF,Ackermans & Van Haaren NV,306.2,10008886272.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction
ACON,Aclarion Inc. Common Stock,2.49,7177104.0,United States,Health Care,Medical Specialities,exchange,health,25,2,27,,reject,market cap $7.2M < $10M - fails survivability prior (shell/nano-cap),
ACRS,Aclaris Therapeutics Inc. Common Stock,6.535,961944766.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,,
ACMR,ACM Research Inc. Class A Common Stock,79.77,5555916365.0,United States,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,
ACU,Acme United Corporation. Common Stock,62.02,237773702.0,United States,Consumer Discretionary,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,,
ACNB,ACNB Corporation Common Stock,64.7,657994471.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,,
ACJJF,"Acom Co., Ltd.",2.44,3822537984.0,,Financial Services,,otc,finance,4,20,24,,,,Credit Services
ACNFF,Acomo N.V.,28.1,834661248.0,,Consumer Defensive,,otc,food,24,18,42,,,,Food Distribution
ACFN,Acorn Energy Inc. Common Stock,20.23,50769572.0,United States,Consumer Discretionary,Military/Government/Technical,exchange,REJECT,0,12,12,weapons,reject,economics depend on war/weapons (hard rejection rule),
ACGC,ACP Holdings Acquisition Corp. Class A Ordinary Shares,10.0,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
ACR,ACRES Commercial Realty Corp. Common Stock,14.86,199903987.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,15,23,rent-extraction-risk,,,
ACRV,Acrivon Therapeutics Inc. Common Stock,2.18,93420329.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,12,32,binary-science-risk,,,
ACBM,"ACRO BIOMEDICAL CO., LTD.",0.0260000005364418,,,,,sec_only,health,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
ARUXF,Acrux Limited,0.0033,1946596.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.9M < $10M - fails survivability prior (shell/nano-cap),
ACSAF,"ACS, Actividades de Construcción y Servicios, S.A.",124.0,32572628992.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction
RASP,"Actavia Life Sciences, Inc.",0.0005,385905.0,,,,otc,health,20,0,20,,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap),
ASNS,ACTELIS NETWORKS INC,0.0430000014603138,,,,,sec_only,infrastructure,15,0,15,,reject,sub-5-cent stock - chronic dilution profile,
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,1.08,33956751.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,,
ATGGF,Actinogen Medical Limited,0.0274,102160328.0,,,,otc,health,20,9,29,,reject,sub-5-cent stock - chronic dilution profile,
AECFF,Action Energy Inc.,2e-05,,,,,otc,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
AEAQ,Activate Energy Acquisition Corp. Class A Ordinary Share,10.1,0.0,Cayman Islands,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
AEAQU,Activate Energy Acquisition Corp. Unit,10.18,0.0,Cayman Islands,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
AEUSF,Active Energy Group Plc,0.0023,15641638.0,,,,otc,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
AHFD,"Active Health Foods, Inc.",0.0001,794762.0,,,,otc,food,22,0,22,,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap),
ACTU,Actuate Therapeutics Inc. Common stock,1.58,37942439.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,,
AYI,Acuity Inc. Common Stock,339.95,10176589203.0,United States,Consumer Discretionary,Building Products,exchange,shelter,24,20,44,,,,
ABOS,Acumen Pharmaceuticals Inc. Common Stock,3.1,224183584.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,15,35,binary-science-risk,,,
ACUR,"Acura Pharmaceuticals, Inc.",0.0001,6600.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ACXP,Acurx Pharmaceuticals Inc. Common Stock,1.41,7430589.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,2,22,binary-science-risk,reject,market cap $7.4M < $10M - fails survivability prior (shell/nano-cap),
GOLF,Acushnet Holdings Corp. Common Stock,86.21,5035098843.0,United States,Consumer Discretionary,Recreational Games/Products/Toys,exchange,discretionary,3,20,23,,,,
ACUS,"Acusphere, Inc.",1e-05,3713006.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.7M < $10M - fails survivability prior (shell/nano-cap),
AFIB,"Acutus Medical, Inc.",0.0001,2991.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ACVA,ACV Auctions Inc. Class A Common Stock,7.28,1236202112.0,United States,Consumer Discretionary,Business Services,exchange,transport,8,18,26,,,,Auto & Truck Dealerships
AELTF,Adacel Technologies Limited,0.0001,7593.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAG,Adagene Inc. American Depositary Shares,3.82,252317089.0,China,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,
ADGM,Adagio Medical Holdings Inc Common Stock,0.55,12215752.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,5,31,,,,
UCCPF,Adamant Holdings Inc.,0.0005,68202.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
ADMG,ADAMANT DRI PROCESSING & MINERALS GROUP,0.148,2532280.0,,Financial Services,,sec_only,REJECT,0,2,2,enrich-if-viable,reject,shell company/SPAC - no operating business,Shell Companies
JEWL,Adamas One Corp.,0.0001,3804.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAML,Adamas Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,24.88,2236209076.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
ADAMZ,Adamas Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,18.7369,1684068562.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,18,26,rent-extraction-risk,,,
ADAMM,Adamas Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.52,2293732139.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
ADAMN,Adamas Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.05,2251488639.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
ADAMI,Adamas Trust Inc. 9.125% Senior Notes Due 2029,25.318,2293290490.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
ADAMG,Adamas Trust Inc. 9.125% Senior Notes Due 2030,25.19,0.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,2,10,rent-extraction-risk,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAMO,Adamas Trust Inc. 9.250% Senior Notes Due 2031,25.17,0.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,2,10,rent-extraction-risk,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAMK,Adamas Trust Inc. 9.600% Senior Notes Due 2031 ,25.1,0.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,2,10,rent-extraction-risk,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAMH,Adamas Trust Inc. 9.875% Senior Notes Due 2030,25.52,0.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,2,10,rent-extraction-risk,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADAM,Adamas Trust Inc. Common Stock,9.84,884417094.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,18,26,rent-extraction-risk,,,
DDNFF,Adamera Minerals Corp.,0.0944,5119460.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $5.1M < $10M - fails survivability prior (shell/nano-cap),
ADX,Adams Diversified Equity Fund Inc.,25.9,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
JALC,Adams (JOHN) Life Corp.,0.25,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting,
PEO,Adams Natural Resources Fund Inc. Common Stock,28.25,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
AHCO,AdaptHealth Corp. Common Stock,5.48,747166194.0,United States,Health Care,Medical/Nursing Services,exchange,health,20,18,38,,,,
ADTI,"Adapti, Inc.",2.96,24933276.0,,Consumer Defensive,,sec_only,health-adjacent,12,5,17,,,,Household & Personal Products
ADAPY,Adaptimmune Therapeutics PLC,0.025000000372529,,,,,sec_only,health,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
APTN,"ADAPTIN BIO, INC.",6.27,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
ADPT,Adaptive Biotechnologies Corporation Common Stock,26.25,4189390853.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,20,40,binary-science-risk,,,
ADOOY,Adaro Energy PT/ADR/,7.3,4204871936.0,,Energy,,sec_only,energy,20,20,40,,,,Thermal Coal
XTXXF,Adastra Holdings Ltd.,0.0070000002160668,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
ADRLF,Adavale Resources Limited,0.02,7880423.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $7.9M < $10M - fails survivability prior (shell/nano-cap),
ADCT,ADC Therapeutics SA Common Shares,1.04,132774403.0,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,
ADCV,ADCapital US Inc.,0.0715,26696112.0,,,,otc,finance,4,3,7,,,,
ATXG,Addentax Group Corp. Common Stock,3.69,4346724.0,China,Consumer Discretionary,Professional Services,exchange,services,8,2,10,enrich,reject,market cap $4.3M < $10M - fails survivability prior (shell/nano-cap),
ADXN,Addex Therapeutics Ltd American Depositary Shares,3.9,4936792.0,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,2,22,binary-science-risk,reject,market cap $4.9M < $10M - fails survivability prior (shell/nano-cap),
ADBKF,Addiko Bank AG,32.25,622010304.0,,,,otc,finance,4,18,22,,,,
ADDLF,AddLife AB (publ),15.75,1919358976.0,,Healthcare,,otc,health,26,18,44,,,,Medical Instruments & Supplies
ADDTF,Addtech AB/ADR,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
ADDHY,Addtech AB (publ.),17.91,9669983232.0,,Industrials,,otc,infrastructure,16,20,36,,,,Industrial Distribution
ADUS,Addus HomeCare Corporation Common Stock,121.09,2261270987.0,United States,Health Care,Medical/Nursing Services,exchange,health,20,20,40,,,,
AEYGQ,"ADDvantage Technologies Group, Inc.",0.0001,149.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
AHEXY,Adecco Group AG,14.99,5196192256.0,,Industrials,,otc,software:transport,13,20,33,,,,Staffing & Employment Services
AGRO,Adecoagro S.A. Common Shares,11.03,1591722380.0,Luxembourg,Consumer Staples,Farming/Seeds/Milling,exchange,food,27,18,45,,,,
ADEA,Adeia Inc. Common Stock,27.13,2991900470.0,United States,Telecommunications,Cable & Other Pay Television Services,exchange,media,6,20,26,,,,
HDIUF,ADENTRA Inc.,26.5,642505664.0,,Industrials,,otc,infrastructure,16,18,34,,,,Industrial Distribution
ADSGF,adesso SE,60.0,384427744.0,,Technology,,otc,software:health,18,15,33,desc,,,Information Technology Services
ADXDF,Adex Mining Inc.,0.075,50790860.0,,Basic Materials,,otc,materials,8,6,14,commodity,,,Other Industrial Metals & Mining
ADFJF,ADF Group Inc.,11.31,322936192.0,,Industrials,,otc,infrastructure,15,15,30,,,,Metal Fabrication
ATRX,"Adhera Therapeutics, Inc.",0.0001,722.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADRMF,Adherium Limited,0.3,16466302.0,,,,otc,unknown,8,5,13,enrich-if-viable,,,
ADIG,ADI Global Distribution Inc. Common Stock,22.27,1690809619.0,United States,Industrials,Wholesale Distributors,exchange,infrastructure,12,18,30,,,,
ADIA,"Adia Nutrition, Inc.",0.11,10384517.0,,Healthcare,,sec_only,food,22,5,27,,,,Medical Care Facilities
ADIL,Adial Pharmaceuticals Inc Common Stock,5.82,15282680.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,5,25,binary-science-risk,,,
ACET,Adicet Bio Inc. Common Stock,9.0,84253410.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,12,32,binary-science-risk,,,
ADCNF,Adicon Holdings Limited,0.65,466598304.0,,Healthcare,,otc,health,26,15,41,,,,Diagnostics & Research
ADNT,Adient plc Ordinary Shares ,18.64,1437086812.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,18,38,,,,
ADTX,"Aditxt, Inc.",0.006000000052154,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
ADKIL,Adkins Energy LLC,450.0,,,,,otc,energy,20,0,20,,reject,OTC with no market cap data - dark/non-reporting,
ANL,Adlai Nortye Group Ltd. American Depositary Shares,13.74,884827668.0,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,,
ADMQ,"ADM ENDEAVORS, INC.",0.0410000011324882,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
ADMT,"ADM TRONICS UNLIMITED, INC.",0.0399999991059303,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
ADMA,ADMA Biologics Inc Common Stock,9.72,2177131090.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,20,40,binary-science-risk,,,
HCAEF,Admie Holding S.A.,3.59,1302682368.0,,Utilities,,otc,energy,22,18,40,,,,Utilities - Independent Power Producers
AMIGF,Admiral Group plc,43.53,13011204096.0,,Financial Services,,otc,finance,6,20,26,,,,Insurance - Property & Casualty
ADMRF,Admiralty Resources NL,0.0021,5521906.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $5.5M < $10M - fails survivability prior (shell/nano-cap),
ADBE,Adobe Inc. Common Stock,273.92,108883206144.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,desc,,,Software - Application
AMNNF,ADSL Holdings Inc.,0.0001,7360.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ASPR,Adsouth Partners Inc.,0.0006,85098.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
ADT,ADT Inc. Common Stock,7.43,5428055040.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,software:health,18,20,38,,,,Security & Protection Services
ADTN,ADTRAN Holdings Inc. Common Stock,8.02,653480884.0,United States,Utilities,Telecommunications Equipment,exchange,infrastructure,20,18,38,,,,
ADVOF,Adtran Networks SE,27.02,1406512640.0,,,,otc,infrastructure,15,18,33,,,,
ADUR,Aduro Clean Technologies Inc. Common Stock,15.43,544883123.0,Canada,Industrials,Major Chemicals,exchange,infrastructure,12,18,30,commodity,,,
AAP,Advance Auto Parts Inc.,43.64,2635856000.0,United States,Consumer Discretionary,Auto & Home Supply Stores,exchange,transport,12,20,32,,,,
ADZZF,Advance Residence Investment Corporation,1050.0,2994917120.0,,,,otc,finance,4,20,24,,,,
ADVNF,Advance ZincTek Limited,0.53,33220322.0,,Basic Materials,,otc,infrastructure,12,9,21,commodity,,,Chemicals
ADVB,Advanced Biomed Inc. Common Stock,9.18,15166581.0,Taiwan,Health Care,Medical Specialities,exchange,health,25,5,30,,,,
ABMT,"Advanced BioMedical Technologies, Inc.",0.0005,35452.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ACTX,"Advanced Container Technologies, Inc.",0.0001,5190.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ADTC,"Advanced Deposition Technologies, Inc.",0.0001,39158.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
WMS,Advanced Drainage Systems Inc. Common Stock,141.44,10665331572.0,United States,Consumer Discretionary,Containers/Packaging,exchange,infrastructure,14,20,34,,,,
AEIS,Advanced Energy Industries Inc. Common Stock,275.43,11031093240.0,United States,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,
